resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,14/01941/S106,14/01941/S106/2,,2014-06-24,2014-06-24,56,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,14/01941/S106,14/01941/S106/1,,2014-06-24,2014-06-24,107,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.1E+3,community-facilities,13/02005/S106,13/02005/S106/4,,2013-12-20,2013-12-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4753,open-space-and-leisure,13/02005/S106,13/02005/S106/3,,2013-12-20,2013-12-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6412,open-space-and-leisure,13/02005/S106,13/02005/S106/2,,2013-12-20,2013-12-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.73E+3,green-infrastructure,13/02005/S106,13/02005/S106/1,,2013-12-20,2013-12-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.365E+5,education,13/01432/S106,13/01432/S106/2,,2013-10-31,2013-10-31,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/01432/S106,13/01432/S106/1,,2013-10-31,2013-10-31,19,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,43981,open-space-and-leisure,13/01737/S106,13/01737/S106/5,,2013-10-24,2013-10-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5.7E+4,education,13/01737/S106,13/01737/S106/4,,2013-10-24,2013-10-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,39345,community-facilities,13/01737/S106,13/01737/S106/3,,2013-10-24,2013-10-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,13/01737/S106,13/01737/S106/2,,2013-10-24,2013-10-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/01737/S106,13/01737/S106/1,,2013-10-24,2013-10-24,16,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2E+5,highways,13/01431/S106,13/01431/S106/1,,2013-10-10,2013-10-10,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4E+4,highways,14/00473/S106,14/00473/S106/8,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.2E+4,highways,14/00473/S106,14/00473/S106/7,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,education,14/00473/S106,14/00473/S106/6,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.5E+4,community-facilities,14/00473/S106,14/00473/S106/5,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.5E+4,open-space-and-leisure,14/00473/S106,14/00473/S106/4,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,20815,green-infrastructure,14/00473/S106,14/00473/S106/3,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,health,14/00473/S106,14/00473/S106/2,,2013-09-13,2013-09-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,14/00473/S106,14/00473/S106/1,,2013-09-13,2013-09-13,24,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.25E+5,community-facilities,16/00742/S106,16/00742/S106/7,,2013-04-15,2013-04-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,16/00742/S106,16/00742/S106/6,,2013-04-15,2013-04-15,30,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,highways,16/00742/S106,16/00742/S106/5,,2013-04-15,2013-04-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,16/00742/S106,16/00742/S106/4,,2013-04-15,2013-04-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,economic-development,16/00742/S106,16/00742/S106/3,,2013-04-15,2013-04-15,38,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,16/00742/S106,16/00742/S106/2,,2013-04-15,2013-04-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,16/00742/S106,16/00742/S106/1,,2013-04-15,2013-04-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,other,15/01941/S106,15/01941/S106/11,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3.6E+5,transport-and-travel,15/01941/S106,15/01941/S106/10,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,economic-development,15/01941/S106,15/01941/S106/9,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.2264E+5,health,15/01941/S106,15/01941/S106/8,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.47015E+6,education,15/01941/S106,15/01941/S106/7,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,8.36E+5,education,15/01941/S106,15/01941/S106/6,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,transport-and-travel,15/01941/S106,15/01941/S106/5,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,15/01941/S106,15/01941/S106/4,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,flood-and-water-management,15/01941/S106,15/01941/S106/3,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,15/01941/S106,15/01941/S106/2,,2013-02-22,2013-02-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,15/01941/S106,15/01941/S106/1,,2013-02-22,2013-02-22,115,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.7E+3,community-facilities,13/01433/S106,13/01433/S106/10,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.131E+4,green-infrastructure,13/01433/S106,13/01433/S106/9,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.079E+4,education,13/01433/S106,13/01433/S106/8,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,green-infrastructure,13/01433/S106,13/01433/S106/7,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,13282,open-space-and-leisure,13/01433/S106,13/01433/S106/6,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.8E+5,community-facilities,13/01433/S106,13/01433/S106/5,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,19691,open-space-and-leisure,13/01433/S106,13/01433/S106/4,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,18705,community-facilities,13/01433/S106,13/01433/S106/3,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/01433/S106,13/01433/S106/2,,2013-02-11,2013-02-11,15,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,economic-development,13/01433/S106,13/01433/S106/1,,2013-02-11,2013-02-11,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,8.1E+3,community-facilities,13/00947/S106,13/00947/S106/5,,2013-06-10,2013-06-10,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,72653,open-space-and-leisure,13/00947/S106,13/00947/S106/4,,2013-06-10,2013-06-10,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,49006,open-space-and-leisure,13/00947/S106,13/00947/S106/3,,2013-06-10,2013-06-10,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,20865,green-infrastructure,13/00947/S106,13/00947/S106/2,,2013-06-10,2013-06-10,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/00947/S106,13/00947/S106/1,,2013-06-10,2013-06-10,27,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4763,open-space-and-leisure,13/00851/S106,13/00851/S106/3,,2013-05-16,2013-05-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2363,education,13/00851/S106,13/00851/S106/2,,2013-05-16,2013-05-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.73E+3,green-infrastructure,13/00851/S106,13/00851/S106/1,,2013-05-16,2013-05-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2613,community-facilities,12/01392/S106,12/01392/S106/2,,2013-01-28,2013-01-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4353,open-space-and-leisure,12/01392/S106,12/01392/S106/1,,2013-01-28,2013-01-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,10385,highways,14/01139/S106,14/01139/S106/21,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,8.055E+4,highways,14/01139/S106,14/01139/S106/20,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,206628,highways,14/01139/S106,14/01139/S106/19,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9.1E+4,highways,14/01139/S106,14/01139/S106/18,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,transport-and-travel,14/01139/S106,14/01139/S106/17,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5.52E+6,affordable-housing,14/01139/S106,14/01139/S106/16,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.0196E+5,health,14/01139/S106,14/01139/S106/15,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,192229,open-space-and-leisure,14/01139/S106,14/01139/S106/14,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.41E+4,community-facilities,14/01139/S106,14/01139/S106/13,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.0118E+5,open-space-and-leisure,14/01139/S106,14/01139/S106/12,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,335912,community-facilities,14/01139/S106,14/01139/S106/11,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4.663E+4,community-facilities,14/01139/S106,14/01139/S106/10,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,211607,education,14/01139/S106,14/01139/S106/9,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,83441,community-facilities,14/01139/S106,14/01139/S106/8,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,62805,green-infrastructure,14/01139/S106,14/01139/S106/7,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,green-infrastructure,14/01139/S106,14/01139/S106/6,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,other,14/01139/S106,14/01139/S106/5,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3E+3,green-infrastructure,14/01139/S106,14/01139/S106/4,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,14/01139/S106,14/01139/S106/3,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,economic-development,14/01139/S106,14/01139/S106/2,,2012-10-22,2012-10-22,12,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,14/01139/S106,14/01139/S106/1,,2012-10-22,2012-10-22,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3.5E+4,highways,11/02420/S106,11/02420/S106/4,,2012-08-16,2012-08-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4635,transport-and-travel,11/02420/S106,11/02420/S106/3,,2012-08-16,2012-08-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9.16E+3,open-space-and-leisure,11/02420/S106,11/02420/S106/2,,2012-08-16,2012-08-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.7E+3,community-facilities,11/02420/S106,11/02420/S106/1,,2012-08-16,2012-08-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.625E+5,highways,12/01166/S106,12/01166/S106/4,,2012-07-12,2012-07-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4.7E+4,education,12/01166/S106,12/01166/S106/3,,2012-07-12,2012-07-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3.928E+4,transport-and-travel,12/01166/S106,12/01166/S106/2,,2012-07-12,2012-07-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,12/01166/S106,12/01166/S106/1,,2012-07-12,2012-07-12,13,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,31918,health,15/00642/S106,15/00642/S106/4,,2012-03-12,2012-03-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,68082,education,15/00642/S106,15/00642/S106/3,,2012-03-12,2012-03-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.53E+5,highways,15/00642/S106,15/00642/S106/2,,2012-03-12,2012-03-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,15/00642/S106,15/00642/S106/1,,2012-03-12,2012-03-12,24,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3E+6,affordable-housing,12/01233/S106,12/01233/S106/2,,2011-12-06,2011-12-06,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,8.4E+5,education,12/01233/S106,12/01233/S106/1,,2011-12-06,2011-12-06,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.1E+5,community-facilities,13/00293/S106,13/00293/S106/13,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4.219E+4,community-facilities,13/00293/S106,13/00293/S106/12,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.5E+5,health,13/00293/S106,13/00293/S106/11,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,21863,community-facilities,13/00293/S106,13/00293/S106/10,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,economic-development,13/00293/S106,13/00293/S106/9,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,32805,community-facilities,13/00293/S106,13/00293/S106/8,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,other,13/00293/S106,13/00293/S106/7,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.5E+5,transport-and-travel,13/00293/S106,13/00293/S106/6,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/00293/S106,13/00293/S106/5,,2011-02-16,2011-02-16,9,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/00293/S106,13/00293/S106/4,,2011-02-16,2011-02-16,51,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,13/00293/S106,13/00293/S106/3,,2011-02-16,2011-02-16,15,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,13/00293/S106,13/00293/S106/2,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,13/00293/S106,13/00293/S106/1,,2011-02-16,2011-02-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5.6E+4,open-space-and-leisure,00/02134/S106,00/02134/S106/1,,2001-02-15,2001-02-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6.059E+4,highways,02/01523/S106,02/01523/S106/1,,2013-11-06,2013-11-06,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,7.5E+4,community-facilities,11/00958/S106,11/00958/S106/2,,2011-05-06,2011-05-06,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2E+4,green-infrastructure,11/00958/S106,11/00958/S106/1,,2011-05-06,2011-05-06,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,7.5E+3,transport-and-travel,02/03264/S106,02/03264/S106/1,,2003-03-24,2003-03-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.23E+5,highways,03/02991/S106,03/02991/S106/1,,2004-05-04,2004-05-04,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+4,highways,06/00246/S106,06/00246/S106/13,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+5,other,06/00246/S106,06/00246/S106/12,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.25E+5,open-space-and-leisure,06/00246/S106,06/00246/S106/11,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,06/00246/S106,06/00246/S106/10,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,06/00246/S106,06/00246/S106/9,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,06/00246/S106,06/00246/S106/8,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,06/00246/S106,06/00246/S106/7,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,06/00246/S106,06/00246/S106/6,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,06/00246/S106,06/00246/S106/5,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,06/00246/S106,06/00246/S106/4,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,06/00246/S106,06/00246/S106/3,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,06/00246/S106,06/00246/S106/2,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,06/00246/S106,06/00246/S106/1,,2006-06-30,2006-06-30,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6E+3,other,06/01520/S106,06/01520/S106/1,,2006-03-29,2006-03-29,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3E+3,highways,07/03648/S106,07/03648/S106/3,,2007-11-15,2007-11-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9308,open-space-and-leisure,07/03648/S106,07/03648/S106/2,,2007-11-15,2007-11-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,07/03648/S106,07/03648/S106/1,,2007-11-15,2007-11-15,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3938,open-space-and-leisure,08/00818/S106,08/00818/S106/2,,2008-07-16,2008-07-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,transport-and-travel,08/00818/S106,08/00818/S106/1,,2008-07-16,2008-07-16,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6E+3,highways,09/01790/S106,09/01790/S106/1,,2009-07-03,2009-07-03,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2E+5,highways,09/01675/S106,09/01675/S106/1,,2009-10-07,2009-10-07,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.7E+3,community-facilities,10/00793/S106,10/00793/S106/4,,2010-03-26,2010-03-26,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,open-space-and-leisure,10/00793/S106,10/00793/S106/3,,2010-03-26,2010-03-26,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.725E+4,economic-development,10/00793/S106,10/00793/S106/2,,2010-03-26,2010-03-26,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.85E+4,open-space-and-leisure,10/00793/S106,10/00793/S106/1,,2010-03-26,2010-03-26,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3.9E+3,green-infrastructure,10/02253/S106,10/02253/S106/5,,2010-08-20,2010-08-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9.16E+3,green-infrastructure,10/02253/S106,10/02253/S106/4,,2010-08-20,2010-08-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,highways,10/02253/S106,10/02253/S106/3,,2010-08-20,2010-08-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,economic-development,10/02253/S106,10/02253/S106/2,,2010-08-20,2010-08-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,10/02253/S106,10/02253/S106/1,,2010-08-20,2010-08-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5808,health,11/00170/S106,11/00170/S106/2,,2011-01-24,2011-01-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,12876,open-space-and-leisure,11/00170/S106,11/00170/S106/1,,2011-01-24,2011-01-24,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,highways,11/00390/S106,11/00390/S106/1,,2011-04-14,2011-04-14,,
